what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.emf.validation,1.3.0.v200901271722,"org.eclipse.emf.validation",1557944785802
started,bundle,org.eclipse.equinox.app,1.2.0.v20090520-1800,"org.eclipse.equinox.app",1557944785803
started,bundle,org.eclipse.equinox.common,3.5.0.v20090520-1800,"org.eclipse.equinox.common",1557944785804
started,bundle,org.eclipse.equinox.ds,1.1.0.v20090601,"org.eclipse.equinox.ds",1557944785807
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin",1557944785808
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin.equinox",1557944785809
started,bundle,org.eclipse.equinox.p2.core,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.core",1557944785811
started,bundle,org.eclipse.equinox.p2.director,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.director",1557944785812
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.100.v20090525,"org.eclipse.equinox.p2.directorywatcher",1557944785814
started,bundle,org.eclipse.equinox.p2.engine,1.0.100.v20090525,"org.eclipse.equinox.p2.engine",1557944785815
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.exemplarysetup",1557944785816
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.garbagecollector",1557944785817
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.100.v20090525,"org.eclipse.equinox.p2.metadata.repository",1557944785818
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1557944785820
started,bundle,org.eclipse.equinox.p2.repository,1.0.0.v20090601-1921,"org.eclipse.equinox.p2.repository",1557944785821
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1557944785822
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1557944785823
started,bundle,org.eclipse.equinox.preferences,3.2.300.v20090520-1800,"org.eclipse.equinox.preferences",1557944785825
started,bundle,org.eclipse.equinox.registry,3.4.100.v20090520-1800,"org.eclipse.equinox.registry",1557944785827
started,bundle,org.eclipse.equinox.security,1.0.100.v20090520-1800,"org.eclipse.equinox.security",1557944785830
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.100.v20090520-1905,"org.eclipse.equinox.simpleconfigurator.manipulator",1557944785831
started,bundle,org.eclipse.equinox.util,1.0.100.v20090520-1800,"org.eclipse.equinox.util",1557944785832
started,bundle,org.eclipse.help,3.4.0.v20090526,"org.eclipse.help",1557944785834
started,bundle,org.eclipse.jdt.core,3.5.0.v_963,"org.eclipse.jdt.core",1557944785835
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1557944785837
started,bundle,org.eclipse.jdt.launching,3.5.0.v20090527,"org.eclipse.jdt.launching",1557944785838
started,bundle,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui",1557944785844
started,bundle,org.eclipse.jet.ui,1.0.0.v200906120900,"org.eclipse.jet.ui",1557944785846
started,bundle,org.eclipse.jface,3.5.0.I20090525-2000,"org.eclipse.jface",1557944785847
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1557944785848
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1557944785848
started,bundle,org.eclipse.pde.ui,3.5.0.v20090528,"org.eclipse.pde.ui",1557944785850
started,bundle,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search",1557944785853
started,bundle,org.eclipse.team.core,3.5.0.I20090527-0620,"org.eclipse.team.core",1557944785853
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1557944785855
started,bundle,org.eclipse.team.cvs.ui,3.3.200.I20090521-1750,"org.eclipse.team.cvs.ui",1557944785857
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1557944785859
started,bundle,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui",1557944785861
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1557944785863
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1557944785865
started,bundle,org.eclipse.ui.forms,3.4.0.v20090526,"org.eclipse.ui.forms",1557944785867
started,bundle,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.ide",1557944785870
started,bundle,org.eclipse.ui.net,1.2.0.I20090430-0408,"org.eclipse.ui.net",1557944785871
started,bundle,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views",1557944785873
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090527,"org.eclipse.ui.views.log",1557944785875
started,bundle,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"org.eclipse.ui.workbench",1557944785876
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1557944785878
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1557944785879
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1557944785881
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1557944785882
started,bundle,org.eclipse.xsd,2.5.0.v200906151043,"org.eclipse.xsd",1557944785882
started,bundle,org.eclipse.epp.usagedata.gathering,1.1.1.R201001291118,"org.eclipse.epp.usagedata.gathering",1557944785883
started,bundle,org.eclipse.epp.usagedata.recording,1.1.1.R201001291118,"org.eclipse.epp.usagedata.recording",1557944785884
started,bundle,org.eclipse.m2m.atl.adt.ui,3.0.2.v201001190421,"org.eclipse.m2m.atl.adt.ui",1557944785885
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1557944785886
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1557944785887
started,bundle,org.eclipse.mylyn.commons.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.commons.ui",1557944785888
started,bundle,org.eclipse.mylyn.context.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.core",1557944785889
started,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1557944785891
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.monitor.ui",1557944785892
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui",1557944785894
started,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1557944785895
started,bundle,org.eclipse.uml2.diagram.common,0.9.0.v200906190654,"org.eclipse.uml2.diagram.common",1557944785896
started,bundle,org.eclipse.uml2.uml,3.0.1.v200908281330,"org.eclipse.uml2.uml",1557944785898
started,bundle,org.eclipse.xtend.shared.ui,0.7.2.v200908120436,"org.eclipse.xtend.shared.ui",1557944785900
started,bundle,org.eclipse.xtend.typesystem.emf.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.emf.ui",1557944786020
started,bundle,org.eclipse.xtend.typesystem.uml2.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.uml2.ui",1557944786021
started,bundle,org.eclipse.xtend.typesystem.xsd.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.xsd.ui",1557944786022
os,sysinfo,,,"win32",1557944786024
arch,sysinfo,,,"x86",1557944786024
ws,sysinfo,,,"win32",1557944786024
locale,sysinfo,,,"en_US",1557944786024
processors,sysinfo,,,"8",1557944786024
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1557944786025
java.runtime.version,sysinfo,,,"1.8.0_211-b12",1557944786025
java.specification.name,sysinfo,,,"Java Platform API Specification",1557944786025
java.specification.vendor,sysinfo,,,"Oracle Corporation",1557944786025
java.specification.version,sysinfo,,,"1.8",1557944786025
java.vendor,sysinfo,,,"Oracle Corporation",1557944786025
java.version,sysinfo,,,"1.8.0_211",1557944786025
java.vm.info,sysinfo,,,"mixed mode",1557944786025
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1557944786025
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1557944786025
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1557944786025
java.vm.specification.version,sysinfo,,,"1.8",1557944786025
java.vm.vendor,sysinfo,,,"Oracle Corporation",1557944786025
java.vm.version,sysinfo,,,"25.211-b12",1557944786025
started,bundle,org.eclipse.gmf.xpand.migration,1.0.0.v20090608-0720,"org.eclipse.gmf.xpand.migration",1557944828211
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557944846627
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557944850820
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557944879152
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557944880844
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557944893150
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557944894850
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557944907022
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557944914607
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557944916290
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557944920057
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557944921262
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557944994271
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557944996503
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557944998496
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1557945005653
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1557945005658
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1557945005744
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945011974
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945019254
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945024792
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945234154
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945234480
started,bundle,org.eclipse.emf.converter,2.5.0.v200906151043,"org.eclipse.emf.converter",1557945234903
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945235043
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945250804
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945252749
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945253487
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945263859
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945271165
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945291277
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945303584
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945304861
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945305158
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945325314
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557945330456
started,bundle,org.eclipse.gmf.runtime.diagram.core,1.3.0.v20100113-1121,"org.eclipse.gmf.runtime.diagram.core",1557945347550
started,bundle,utn.frsf.cidisi.idemia,1.0.0,"utn.frsf.cidisi.idemia",1557945347564
started,bundle,org.eclipse.emf.edit,2.5.0.v200906151043,"org.eclipse.emf.edit",1557945347572
started,bundle,utn.frsf.cidisi.idemia.edit,1.0.0,"utn.frsf.cidisi.idemia.edit",1557945347578
started,bundle,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram",1557945347665
started,bundle,org.eclipse.gmf.runtime.notation,1.2.0.v20091021-2333,"org.eclipse.gmf.runtime.notation",1557945347752
started,bundle,org.eclipse.emf.workspace,1.3.0.v200902100422,"org.eclipse.emf.workspace",1557945348000
started,bundle,org.eclipse.gmf.runtime.common.core,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.common.core",1557945348005
started,bundle,org.eclipse.gmf.runtime.emf.commands.core,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.emf.commands.core",1557945348007
started,bundle,org.eclipse.emf.transaction,1.3.0.v200902010221,"org.eclipse.emf.transaction",1557945378418
started,bundle,org.eclipse.gmf.runtime.emf.core,1.2.2.v20091126-1420,"org.eclipse.gmf.runtime.emf.core",1557945378422
started,bundle,org.eclipse.emf.ecore.change,2.5.0.v200906151043,"org.eclipse.emf.ecore.change",1557945378511
started,bundle,org.pnml.tools.epnk,0.9.1.201101281458,"org.pnml.tools.epnk",1557945378938
started,bundle,org.eclipse.emf.validation.ui,1.3.0.v200901271722,"org.eclipse.emf.validation.ui",1557945378989
started,bundle,org.eclipse.gef,3.5.1.v20090910-2020,"org.eclipse.gef",1557945379308
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.0.I20090429-1800,"org.eclipse.ui.views.properties.tabbed",1557945379311
started,bundle,org.eclipse.gmf.runtime.diagram.ui,1.3.0.v20100209-2200,"org.eclipse.gmf.runtime.diagram.ui",1557945379323
started,bundle,org.eclipse.gmf.runtime.diagram.ui.resources.editor,1.3.0.v20100113-1121,"org.eclipse.gmf.runtime.diagram.ui.resources.editor",1557945379325
started,bundle,org.eclipse.gmf.runtime.common.ui,1.2.1.v20090729-2029,"org.eclipse.gmf.runtime.common.ui",1557945379880
started,bundle,org.eclipse.gmf.runtime.gef.ui,1.2.0.v20090520-1343,"org.eclipse.gmf.runtime.gef.ui",1557945380078
started,bundle,org.eclipse.draw2d,3.5.2.v20091126-1908,"org.eclipse.draw2d",1557945380117
started,bundle,org.eclipse.gmf.runtime.common.ui.services.action,1.3.0.v20091021-2333,"org.eclipse.gmf.runtime.common.ui.services.action",1557945380326
started,bundle,org.eclipse.gmf.runtime.common.ui.services,1.3.0.v20091126-1420,"org.eclipse.gmf.runtime.common.ui.services",1557945380470
started,bundle,org.eclipse.gmf.runtime.diagram.ui.providers,1.3.0.v20091126-1420,"org.eclipse.gmf.runtime.diagram.ui.providers",1557945380506
started,bundle,org.eclipse.gmf.runtime.diagram.ui.actions,1.3.0.v20100209-2200,"org.eclipse.gmf.runtime.diagram.ui.actions",1557945380522
started,bundle,org.eclipse.gmf.runtime.common.ui.action,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.common.ui.action",1557945380702
started,bundle,org.eclipse.gmf.runtime.diagram.ui.providers.ide,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.diagram.ui.providers.ide",1557945380921
started,bundle,org.eclipse.emf.ecoretools.filters,0.8.0.v200906221231,"org.eclipse.emf.ecoretools.filters",1557945380928
started,bundle,org.eclipse.gmf.runtime.common.ui.action.ide,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.common.ui.action.ide",1557945381200
started,bundle,org.eclipse.gmf.runtime.emf.type.core,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.emf.type.core",1557945381543
started,bundle,org.eclipse.emf.common.ui,2.5.0.v200906151043,"org.eclipse.emf.common.ui",1557945381646
started,bundle,org.eclipse.emf.edit.ui,2.5.0.v200906151043,"org.eclipse.emf.edit.ui",1557945381647
started,bundle,org.eclipse.gmf.runtime.diagram.ui.render,1.3.0.v20091126-1420,"org.eclipse.gmf.runtime.diagram.ui.render",1557945382112
started,bundle,org.eclipse.gmf.runtime.draw2d.ui,1.3.0.v20100209-2200,"org.eclipse.gmf.runtime.draw2d.ui",1557945382796
started,bundle,org.eclipse.gmf.runtime.draw2d.ui.render,1.3.0.v20100113-1121,"org.eclipse.gmf.runtime.draw2d.ui.render",1557945383138
opened,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557945383379
started,bundle,org.eclipse.emf.ecore.edit,2.5.0.v200906151043,"org.eclipse.emf.ecore.edit",1557945383460
started,bundle,org.eclipse.gmf.ecore.editor,2.1.0.v20090529-1925,"org.eclipse.gmf.ecore.editor",1557945383467
started,bundle,org.eclipse.emf.ecoretools.diagram,0.9.0.v200906221231,"org.eclipse.emf.ecoretools.diagram",1557945383484
started,bundle,org.eclipse.uml2.uml.edit,3.0.0.v200905041045,"org.eclipse.uml2.uml.edit",1557945383520
started,bundle,org.eclipse.uml2.common.edit,1.5.0.v200905041045,"org.eclipse.uml2.common.edit",1557945383550
started,bundle,org.eclipse.uml2.diagram.activity,0.9.0.v200906190654,"org.eclipse.uml2.diagram.activity",1557945383846
started,bundle,org.eclipse.uml2.diagram.clazz,0.9.0.v200906190654,"org.eclipse.uml2.diagram.clazz",1557945383889
started,bundle,org.eclipse.uml2.diagram.component,0.9.0.v200906190654,"org.eclipse.uml2.diagram.component",1557945383929
started,bundle,org.eclipse.uml2.diagram.csd,0.9.0.v200906190654,"org.eclipse.uml2.diagram.csd",1557945384104
started,bundle,org.eclipse.uml2.diagram.deploy,0.9.0.v200906190654,"org.eclipse.uml2.diagram.deploy",1557945384116
started,bundle,org.eclipse.uml2.diagram.profile,0.9.0.v200906190654,"org.eclipse.uml2.diagram.profile",1557945384130
started,bundle,org.eclipse.uml2.diagram.sequence,0.9.0.v200906190654,"org.eclipse.uml2.diagram.sequence",1557945384149
started,bundle,org.eclipse.uml2.diagram.statemachine,0.9.0.v200906190654,"org.eclipse.uml2.diagram.statemachine",1557945384168
